Log_ID,Times,VLan_ID,Department,Device_Type,Protocol,Bandwidth,Packet_Loss_Percent,Downtime_Minutes,Threat_Flag,Location
2373,2026-06-22 15:17:18,VLan30,IT,Server,SMTP,1192,3.76,15,NO,ACCRA
2374,2026-10-15 01:17:35,VLan40,Sales,Router,HTTPS,532,3.84,10,NO,TEMA
2375,2026-10-12 10:00:33,VLan10,HR,Server,HTTPS,518,3.95,13,NO,TAKORADI
2376,2026-06-23 06:10:27,VLan20,Finance,Router,HTTP,409,1.75,5,NO,TEMA
2377,2026-07-31 05:27:28,VLan10,HR,Server,DNS,411,4.4,5,NO,Tamale
2378,2026-06-04 21:16:29,VLan20,Finance,Laptop,HTTP,304,1.4,8,NO,Tamale
2379,2026-08-16 17:08:56,VLan10,HR,Server,SSH,472,0.37,12,NO,Tamale
2380,2026-12-03 00:41:00,VLan10,HR,Server,DNS,673,3.46,12,NO,TAKORADI
2381,2026-01-17 15:55:14,VLan20,Finance,Mobile,DNS,453,3.51,14,NO,TEMA
2382,2026-01-21 04:31:09,VLan20,Finance,Desktop,DNS,428,0.96,2,NO,ACCRA
2383,2026-12-04 15:13:29,VLan20,Finance,Router,HTTP,132,1.41,1,NO,ACCRA
2384,2026-07-30 07:30:06,VLan10,HR,Mobile,HTTPS,405,1.61,1,NO,TEMA
2385,2026-02-19 20:04:11,VLan30,IT,Server,HTTP,1196,3.53,1,NO,TEMA
2386,2026-12-07 03:58:02,VLan10,HR,Mobile,HTTPS,497,4.53,15,NO,ACCRA
2387,2026-04-18 23:44:05,VLan40,Sales,Server,HTTP,257,4.62,9,NO,TEMA
2388,2026-01-20 23:40:12,VLan10,HR,Mobile,FTP,123,2.21,15,NO,Tamale
2389,2026-11-21 04:33:41,VLan40,Sales,Desktop,HTTPS,188,4.12,14,NO,TAKORADI
2390,2026-12-14 17:14:12,VLan30,IT,Server,SSH,745,4.09,14,NO,TEMA
2391,2026-01-15 11:34:18,VLan10,HR,Mobile,HTTP,352,0.77,12,NO,KUMASI
2392,2026-06-14 22:28:50,VLan40,Sales,Desktop,FTP,531,0.19,11,NO,Tamale
2393,2026-07-08 04:03:34,VLan10,HR,Mobile,HTTPS,555,1.56,6,NO,TEMA
2394,2026-04-24 17:54:49,VLan30,IT,Mobile,HTTPS,582,4.35,9,NO,TEMA
2395,2026-12-02 02:55:52,VLan20,Finance,Mobile,SMTP,406,0.74,3,NO,Tamale
2396,2026-11-16 11:31:16,VLan20,Finance,Desktop,HTTP,229,3.66,6,NO,Tamale
2397,2026-01-29 06:39:26,VLan30,IT,Server,SMTP,902,0.75,15,NO,ACCRA
2398,2026-08-12 10:55:11,VLan30,IT,Mobile,HTTP,1091,3.13,8,NO,TAKORADI
2399,2026-07-09 13:55:49,VLan10,HR,Laptop,HTTPS,498,3.5,15,NO,ACCRA
2400,2026-08-01 16:44:58,VLan30,IT,Desktop,SMTP,975,4.6,5,NO,KUMASI
2401,2026-06-09 06:06:50,VLan40,Sales,Server,SSH,572,2.64,11,NO,Tamale
2402,2026-03-10 06:47:03,VLan30,IT,Laptop,SMTP,1032,0.88,11,NO,KUMASI
2403,2026-04-28 20:32:15,VLan20,Finance,Server,DNS,279,2.74,13,NO,KUMASI
2404,2026-01-06 21:09:49,VLan10,HR,Desktop,HTTPS,566,4.31,3,NO,TAKORADI
2405,2026-09-02 11:07:13,VLan40,Sales,Server,FTP,287,3.68,13,NO,Tamale
2406,2026-04-30 09:34:26,VLan30,IT,Server,HTTPS,827,0.97,6,NO,Tamale
2407,2026-08-30 23:02:23,VLan40,Sales,Server,HTTPS,112,2.83,3,NO,Tamale
2408,2026-10-19 12:58:36,VLan40,Sales,Mobile,HTTP,486,4.32,6,NO,KUMASI
2409,2026-10-13 06:31:10,VLan10,HR,Mobile,HTTP,690,2.43,10,NO,KUMASI
2410,2026-04-03 12:32:24,VLan10,HR,Router,HTTPS,298,1.81,6,NO,ACCRA
2411,2026-01-01 10:37:50,VLan40,Sales,Mobile,DNS,327,2.19,10,NO,KUMASI
2412,2026-09-03 08:29:32,VLan10,HR,Desktop,FTP,368,0.18,0,NO,TEMA
2413,2026-06-08 10:23:01,VLan40,Sales,Server,SSH,674,4.45,11,NO,KUMASI
2414,2026-07-08 04:36:48,VLan30,IT,Server,HTTPS,1174,1.81,3,NO,TAKORADI
2415,2026-12-17 21:54:48,VLan40,Sales,Mobile,FTP,508,0.11,6,NO,ACCRA
2416,2026-03-02 01:37:14,VLan40,Sales,Desktop,FTP,671,4.69,14,NO,TEMA
2417,2026-05-07 21:53:56,VLan10,HR,Desktop,HTTP,221,2.58,10,NO,KUMASI
2418,2026-01-08 04:23:03,VLan20,Finance,Mobile,DNS,250,2.71,7,NO,ACCRA
2419,2026-04-24 06:52:38,VLan10,HR,Server,HTTPS,194,2.76,11,NO,Tamale
2420,2026-04-15 21:21:19,VLan20,Finance,Router,SSH,181,1.62,1,NO,TEMA
2421,2026-02-16 07:53:32,VLan40,Sales,Mobile,SSH,235,1.79,15,NO,TEMA
2422,2026-08-05 17:25:03,VLan30,IT,Desktop,HTTP,921,3.87,6,NO,ACCRA
2423,2026-08-13 05:44:15,VLan40,Sales,Router,HTTPS,342,1,8,NO,KUMASI
2424,2026-06-10 12:34:02,VLan20,Finance,Desktop,SMTP,468,2.68,7,NO,KUMASI
2425,2026-11-06 00:58:56,VLan10,HR,Server,SSH,647,0.4,1,NO,Tamale
2426,2026-11-24 14:10:42,VLan20,Finance,Laptop,FTP,608,1.94,6,NO,TAKORADI
2427,2026-03-07 19:31:49,VLan20,Finance,Laptop,HTTP,353,1.99,0,NO,KUMASI
2428,2026-11-14 22:01:14,VLan10,HR,Desktop,SSH,416,0.03,9,NO,ACCRA
2429,2026-10-27 05:39:01,VLan20,Finance,Mobile,FTP,291,2.98,2,NO,Tamale
2430,2026-04-28 22:57:04,VLan20,Finance,Laptop,DNS,363,4.5,10,NO,KUMASI
2431,2026-07-03 20:58:55,VLan30,IT,Mobile,SMTP,995,2.62,9,NO,Tamale
2432,2026-05-24 21:08:46,VLan10,HR,Router,SMTP,183,1.22,12,NO,TEMA
2433,2026-12-01 13:03:08,VLan40,Sales,Mobile,FTP,562,4.99,0,NO,ACCRA
2434,2026-03-12 15:14:36,VLan30,IT,Laptop,DNS,905,0.71,2,NO,TAKORADI
2435,2026-08-04 13:59:34,VLan40,Sales,Server,HTTP,250,3.44,7,NO,TEMA
2436,2026-04-23 04:42:34,VLan40,Sales,Mobile,HTTP,239,2.43,4,NO,Tamale
2437,2026-07-23 05:01:38,VLan20,Finance,Mobile,SMTP,191,2.36,8,NO,Tamale
2438,2026-02-19 16:11:24,VLan30,IT,Mobile,HTTPS,911,0.09,2,NO,TAKORADI
2439,2026-09-03 18:43:43,VLan20,Finance,Mobile,FTP,313,3.54,6,NO,Tamale
2440,2026-07-01 11:16:55,VLan30,IT,Mobile,SSH,957,1.09,2,YES,Tamale
2441,2026-01-01 17:03:32,VLan30,IT,Mobile,HTTPS,912,2.38,2,NO,TEMA
2442,2026-01-28 14:39:36,VLan10,HR,Laptop,FTP,199,3.33,3,NO,TAKORADI
2443,2026-01-08 20:46:57,VLan10,HR,Server,HTTPS,661,2.71,12,NO,TAKORADI
2444,2026-10-01 02:49:20,VLan40,Sales,Mobile,DNS,480,3.49,7,NO,TEMA
2445,2026-06-02 23:02:54,VLan40,Sales,Router,SSH,524,2.72,9,NO,KUMASI
2446,2026-06-27 13:02:05,VLan40,Sales,Laptop,FTP,121,2.11,3,NO,Tamale
2447,2026-06-27 16:33:08,VLan30,IT,Server,HTTP,1080,2.8,3,NO,ACCRA
2448,2026-12-13 14:43:01,VLan10,HR,Desktop,HTTPS,488,0.98,15,NO,TAKORADI
2449,2026-07-11 00:50:13,VLan40,Sales,Desktop,HTTP,217,0.36,8,NO,TEMA
2450,2026-04-02 05:43:33,VLan30,IT,Router,HTTP,865,3.35,12,NO,ACCRA
2451,2026-01-04 16:42:32,VLan20,Finance,Mobile,FTP,109,0.96,9,NO,Tamale
2452,2026-06-11 07:07:25,VLan10,HR,Laptop,DNS,654,3.62,9,NO,KUMASI
2453,2026-01-20 23:15:42,VLan40,Sales,Server,DNS,113,1.8,1,NO,ACCRA
2454,2026-06-29 04:09:46,VLan20,Finance,Mobile,SMTP,482,4.98,0,NO,TEMA
2455,2026-07-10 15:25:43,VLan20,Finance,Server,SSH,202,1.06,4,NO,Tamale
2456,2026-01-08 22:38:56,VLan10,HR,Mobile,SMTP,382,2.88,10,NO,KUMASI
2457,2026-06-19 09:22:23,VLan10,HR,Desktop,SMTP,268,0.03,9,NO,ACCRA
2458,2026-10-31 12:40:16,VLan20,Finance,Desktop,HTTP,206,0.06,1,NO,TAKORADI
2459,2026-10-23 11:07:26,VLan20,Finance,Server,HTTP,619,4.18,4,NO,TEMA
2460,2026-08-29 05:05:21,VLan30,IT,Desktop,HTTPS,557,0.94,11,NO,TEMA
2461,2026-08-17 13:56:09,VLan30,IT,Server,HTTP,606,0.14,9,NO,ACCRA
2462,2026-08-11 21:21:13,VLan20,Finance,Laptop,FTP,511,1.65,14,NO,TAKORADI
2463,2026-07-26 10:36:59,VLan40,Sales,Server,DNS,512,3.26,13,NO,TAKORADI
2464,2026-06-09 03:24:10,VLan40,Sales,Server,HTTP,664,1.65,9,NO,KUMASI
2465,2026-05-14 15:16:20,VLan10,HR,Router,HTTPS,529,2.18,12,NO,TAKORADI
2466,2026-06-22 13:26:08,VLan10,HR,Mobile,FTP,488,2.81,11,NO,ACCRA
2467,2026-12-13 13:04:18,VLan30,IT,Mobile,HTTPS,1193,0.46,4,NO,TEMA
2468,2026-03-09 13:13:01,VLan40,Sales,Server,FTP,263,2.87,0,NO,ACCRA
2469,2026-09-05 00:36:07,VLan30,IT,Router,SMTP,894,4,8,NO,Tamale
2470,2026-08-12 08:48:38,VLan20,Finance,Mobile,FTP,335,2.69,12,NO,KUMASI
2471,2026-09-23 16:05:30,VLan30,IT,Mobile,HTTP,671,4.5,5,NO,TEMA
2472,2026-01-16 22:01:42,VLan30,IT,Laptop,SSH,987,4.64,3,YES,KUMASI
2473,2026-01-22 16:33:54,VLan20,Finance,Desktop,SSH,273,2.03,10,NO,ACCRA
2474,2026-11-19 12:22:06,VLan40,Sales,Desktop,DNS,596,0.21,9,NO,ACCRA
2475,2026-08-26 20:35:27,VLan30,IT,Laptop,SMTP,969,1.26,3,NO,TEMA
2476,2026-03-27 06:09:39,VLan30,IT,Desktop,SSH,1074,1.11,14,YES,Tamale
2477,2026-06-20 23:16:48,VLan20,Finance,Desktop,SSH,645,3.7,11,NO,ACCRA
2478,2026-01-14 13:03:09,VLan20,Finance,Server,HTTPS,649,0.51,0,NO,TEMA
2479,2026-09-16 18:50:58,VLan40,Sales,Laptop,HTTPS,169,2.69,8,NO,KUMASI
2480,2026-03-08 07:49:43,VLan20,Finance,Server,FTP,146,2.87,13,NO,TEMA
2481,2026-12-14 05:18:39,VLan20,Finance,Mobile,SSH,612,2.6,9,NO,TEMA
2482,2026-01-28 13:41:31,VLan10,HR,Mobile,HTTPS,424,2.95,7,NO,ACCRA
2483,2026-04-03 02:16:08,VLan20,Finance,Mobile,FTP,533,2.69,6,NO,ACCRA
2484,2026-09-05 14:52:08,VLan10,HR,Desktop,SMTP,560,4.06,1,NO,ACCRA
2485,2026-11-21 20:33:14,VLan30,IT,Router,HTTP,537,2.27,13,NO,TEMA
2486,2026-04-18 09:11:08,VLan40,Sales,Mobile,DNS,121,2.63,12,NO,KUMASI
2487,2026-12-24 17:36:36,VLan30,IT,Mobile,HTTP,655,0.61,12,NO,TEMA
2488,2026-10-26 12:41:50,VLan10,HR,Router,SMTP,160,2.11,6,NO,ACCRA
2489,2026-10-03 11:55:04,VLan20,Finance,Mobile,DNS,334,3.54,15,NO,KUMASI
2490,2026-03-06 07:58:31,VLan40,Sales,Desktop,HTTP,304,4.85,5,NO,TAKORADI
2491,2026-08-01 01:25:06,VLan20,Finance,Mobile,FTP,512,2.54,9,NO,Tamale
2492,2026-03-10 04:43:05,VLan30,IT,Server,SSH,1177,0.27,1,YES,ACCRA
2493,2026-11-01 23:55:30,VLan40,Sales,Router,HTTPS,573,1.47,1,NO,Tamale
2494,2026-09-07 21:18:40,VLan20,Finance,Laptop,DNS,410,4.53,1,NO,Tamale
2495,2026-10-06 15:13:18,VLan10,HR,Desktop,SMTP,504,3.87,6,NO,KUMASI
2496,2026-12-10 15:44:33,VLan10,HR,Mobile,HTTP,131,2.15,2,NO,TEMA
2497,2026-11-27 13:39:02,VLan10,HR,Laptop,FTP,169,4.62,14,NO,Tamale
2498,2026-10-16 03:10:01,VLan10,HR,Desktop,DNS,221,1.05,8,NO,KUMASI
2499,2026-04-06 19:22:29,VLan40,Sales,Router,SSH,455,4.89,0,NO,KUMASI
2500,2026-04-20 13:45:39,VLan40,Sales,Router,SSH,538,2.23,0,NO,KUMASI
2501,2026-12-04 21:19:16,VLan10,HR,Laptop,HTTPS,455,0.27,5,NO,ACCRA
2502,2026-04-27 07:33:13,VLan30,IT,Desktop,FTP,1014,3.69,12,YES,KUMASI
2503,2026-01-07 16:11:34,VLan20,Finance,Laptop,HTTPS,614,3.12,6,NO,TEMA
2504,2026-01-05 06:20:55,VLan10,HR,Desktop,SSH,204,4.71,14,NO,Tamale
2505,2026-08-13 08:58:51,VLan30,IT,Server,HTTPS,1064,1.89,4,NO,ACCRA
2506,2026-09-11 02:44:58,VLan30,IT,Server,SSH,1141,4.81,3,YES,Tamale
2507,2026-08-23 11:23:19,VLan40,Sales,Server,DNS,142,3.18,0,NO,KUMASI
2508,2026-09-17 01:46:42,VLan30,IT,Router,SSH,820,2.43,12,NO,ACCRA
2509,2026-01-18 11:03:25,VLan10,HR,Laptop,SSH,385,3.18,6,NO,TEMA
2510,2026-01-06 13:22:21,VLan10,HR,Laptop,SMTP,493,2.77,5,NO,TEMA
2511,2026-09-29 17:43:28,VLan30,IT,Laptop,HTTPS,569,4.01,3,NO,TEMA
2512,2026-11-21 04:11:58,VLan40,Sales,Desktop,SSH,544,4.27,13,NO,Tamale
2513,2026-05-15 14:20:42,VLan20,Finance,Router,DNS,421,0.69,6,NO,Tamale
2514,2026-09-12 10:13:40,VLan30,IT,Laptop,HTTP,555,4.2,10,NO,Tamale
2515,2026-04-19 07:08:41,VLan30,IT,Router,SSH,1137,4.99,4,YES,TEMA
2516,2026-08-03 13:11:21,VLan20,Finance,Mobile,HTTP,680,2.02,13,NO,ACCRA
2517,2026-07-04 06:23:58,VLan30,IT,Router,DNS,1199,0.39,10,NO,ACCRA
2518,2026-01-23 11:54:36,VLan20,Finance,Mobile,HTTP,128,1.86,1,NO,TEMA
2519,2026-09-20 15:33:10,VLan20,Finance,Router,HTTPS,660,3.34,8,NO,TEMA
2520,2026-06-24 19:25:42,VLan10,HR,Mobile,HTTPS,571,0.79,5,NO,TEMA
2521,2026-06-02 18:36:29,VLan20,Finance,Mobile,SSH,231,1.45,3,NO,Tamale
2522,2026-12-29 04:35:13,VLan40,Sales,Router,SMTP,450,0.8,9,NO,TEMA
2523,2026-03-01 14:17:54,VLan30,IT,Router,SSH,709,4.88,4,NO,TEMA
2524,2026-07-05 02:31:17,VLan20,Finance,Desktop,DNS,102,2.65,2,NO,TAKORADI
2525,2026-08-08 12:22:26,VLan10,HR,Router,SSH,158,2.94,0,NO,TAKORADI
2526,2026-09-17 07:28:47,VLan10,HR,Router,SSH,175,0.58,14,NO,ACCRA
2527,2026-12-11 13:39:35,VLan40,Sales,Mobile,SSH,344,0.75,11,NO,TAKORADI
2528,2026-12-23 07:26:54,VLan20,Finance,Server,HTTP,396,2.19,12,NO,TAKORADI
2529,2026-10-03 02:41:30,VLan40,Sales,Mobile,SMTP,367,1.28,2,NO,ACCRA
2530,2026-12-17 18:16:22,VLan30,IT,Desktop,SSH,918,0.11,10,YES,TEMA
2531,2026-04-12 22:40:46,VLan10,HR,Router,DNS,182,2.45,10,NO,TEMA
2532,2026-10-25 12:06:55,VLan20,Finance,Desktop,DNS,100,4.65,8,NO,ACCRA
2533,2026-01-10 13:39:31,VLan30,IT,Mobile,HTTPS,758,2.71,9,NO,TAKORADI
2534,2026-05-20 09:45:14,VLan20,Finance,Router,DNS,606,1.14,7,NO,TEMA
2535,2026-04-30 09:54:54,VLan40,Sales,Router,SMTP,283,2.5,0,NO,KUMASI
2536,2026-03-13 08:54:46,VLan10,HR,Router,SSH,575,3.48,0,NO,TAKORADI
2537,2026-06-02 18:09:39,VLan40,Sales,Mobile,SMTP,661,2.7,10,NO,TEMA
2538,2026-04-27 22:29:03,VLan30,IT,Desktop,HTTPS,1052,1.95,6,NO,ACCRA
2539,2026-12-26 11:01:13,VLan30,IT,Laptop,SSH,965,0.6,5,YES,KUMASI
2540,2026-05-04 14:39:02,VLan30,IT,Server,HTTPS,916,0.48,0,NO,TAKORADI
2541,2026-04-02 18:16:58,VLan10,HR,Router,HTTP,428,1.72,4,NO,Tamale
2542,2026-06-22 00:29:14,VLan40,Sales,Mobile,FTP,533,1.5,1,NO,KUMASI
2543,2026-07-17 15:21:53,VLan40,Sales,Mobile,DNS,317,4.76,10,NO,TAKORADI
2544,2026-01-21 07:10:19,VLan30,IT,Server,SMTP,739,3.34,5,NO,TAKORADI
2545,2026-02-04 19:31:18,VLan40,Sales,Desktop,FTP,432,1.94,3,NO,Tamale
2546,2026-09-29 06:27:20,VLan40,Sales,Router,HTTPS,378,1.23,13,NO,ACCRA
2547,2026-03-24 03:58:56,VLan20,Finance,Router,SMTP,532,1.2,1,NO,ACCRA
2548,2026-04-09 21:33:36,VLan10,HR,Laptop,HTTP,473,0.51,4,NO,TAKORADI
2549,2026-08-03 20:23:08,VLan40,Sales,Server,HTTPS,279,2.84,3,NO,ACCRA
2550,2026-07-14 13:16:19,VLan10,HR,Laptop,HTTP,354,2.73,3,NO,ACCRA
2551,2026-07-26 21:46:27,VLan10,HR,Desktop,SSH,167,3.28,0,NO,Tamale
2552,2026-07-15 05:08:49,VLan30,IT,Router,SMTP,572,3.47,5,NO,Tamale
2553,2026-01-28 20:18:12,VLan40,Sales,Router,HTTPS,294,0.42,14,NO,TEMA
2554,2026-03-12 07:08:35,VLan20,Finance,Server,HTTP,164,3.08,10,NO,KUMASI
2555,2026-08-18 01:44:29,VLan30,IT,Desktop,SMTP,843,3.26,13,NO,Tamale
2556,2026-05-22 06:22:36,VLan10,HR,Router,SMTP,487,4.11,11,NO,TEMA
2557,2026-03-01 00:29:22,VLan20,Finance,Desktop,SMTP,509,1.51,6,NO,KUMASI
2558,2026-07-06 09:40:59,VLan10,HR,Server,HTTPS,504,2.93,8,NO,TEMA
2559,2026-12-24 11:19:32,VLan20,Finance,Desktop,DNS,157,3.97,7,NO,TEMA
2560,2026-07-16 04:49:30,VLan40,Sales,Laptop,FTP,654,2.13,13,NO,Tamale
2561,2026-11-08 20:55:34,VLan30,IT,Router,FTP,617,3.91,0,NO,Tamale
2562,2026-02-01 22:43:54,VLan30,IT,Laptop,DNS,1081,4.43,15,NO,TEMA
2563,2026-07-26 00:19:03,VLan30,IT,Laptop,HTTP,1032,4.15,8,NO,KUMASI
2564,2026-04-16 21:13:35,VLan20,Finance,Router,HTTPS,281,1.2,6,NO,TEMA
2565,2026-09-04 02:47:58,VLan20,Finance,Desktop,SSH,388,3.02,10,NO,TEMA
2566,2026-08-09 19:06:04,VLan10,HR,Server,HTTP,483,2.13,0,NO,ACCRA
2567,2026-01-03 09:42:06,VLan20,Finance,Router,FTP,570,2.92,0,NO,TEMA
2568,2026-11-08 12:51:47,VLan10,HR,Mobile,SMTP,456,1.08,10,NO,ACCRA
2569,2026-02-13 11:23:45,VLan20,Finance,Mobile,HTTPS,189,1.77,11,NO,Tamale
2570,2026-09-21 19:44:07,VLan40,Sales,Server,HTTPS,553,1.1,2,NO,TEMA
2571,2026-05-25 07:50:33,VLan30,IT,Router,DNS,1126,4.54,8,NO,TAKORADI
2572,2026-05-15 16:40:19,VLan10,HR,Laptop,HTTP,188,4.43,4,NO,ACCRA
2573,2026-07-29 13:36:25,VLan20,Finance,Desktop,DNS,380,3.94,0,NO,TEMA
2574,2026-01-22 15:49:14,VLan10,HR,Router,SMTP,262,0.73,5,NO,ACCRA
2575,2026-01-09 07:36:41,VLan40,Sales,Router,SMTP,279,0.4,14,NO,TAKORADI
2576,2026-06-09 06:09:57,VLan30,IT,Laptop,SMTP,606,2.13,13,NO,KUMASI
2577,2026-03-17 17:48:15,VLan40,Sales,Desktop,HTTPS,476,4.37,3,NO,ACCRA
2578,2026-11-11 02:00:00,VLan10,HR,Server,SSH,344,3.53,15,NO,TEMA
2579,2026-11-08 02:11:52,VLan40,Sales,Mobile,HTTP,630,0.93,4,NO,ACCRA
2580,2026-01-01 11:21:33,VLan10,HR,Router,SSH,637,3.49,12,NO,TAKORADI
2581,2026-01-26 04:52:01,VLan40,Sales,Server,FTP,700,3.72,7,NO,TEMA
2582,2026-06-02 12:27:09,VLan30,IT,Router,HTTP,825,1.96,7,NO,KUMASI
2583,2026-06-19 03:46:22,VLan30,IT,Server,HTTPS,989,4.4,5,NO,Tamale
2584,2026-10-26 02:26:23,VLan20,Finance,Server,DNS,356,4.89,15,NO,TAKORADI
2585,2026-06-10 08:05:09,VLan30,IT,Server,SMTP,631,4.88,12,NO,ACCRA
2586,2026-01-31 11:20:21,VLan20,Finance,Router,SMTP,372,3.36,14,NO,KUMASI
2587,2026-09-26 13:00:43,VLan20,Finance,Laptop,DNS,236,2.75,3,NO,ACCRA
2588,2026-10-14 21:45:28,VLan30,IT,Server,SSH,729,4.2,7,NO,KUMASI
2589,2026-10-07 19:45:38,VLan30,IT,Laptop,FTP,1123,2,15,YES,ACCRA
2590,2026-04-21 12:54:01,VLan40,Sales,Laptop,HTTP,298,1.49,7,NO,KUMASI
2591,2026-03-08 21:26:31,VLan30,IT,Laptop,SMTP,888,2.63,3,NO,TEMA
2592,2026-08-31 19:23:44,VLan40,Sales,Laptop,SSH,419,4.74,10,NO,Tamale
2593,2026-03-25 04:48:18,VLan20,Finance,Laptop,SSH,174,3.67,14,NO,ACCRA
2594,2026-05-20 07:17:23,VLan10,HR,Laptop,HTTP,616,2.87,14,NO,KUMASI
2595,2026-04-21 09:28:00,VLan20,Finance,Router,HTTP,429,4.83,7,NO,KUMASI
2596,2026-09-21 07:24:19,VLan10,HR,Mobile,HTTPS,673,2.99,10,NO,TAKORADI
2597,2026-05-05 00:46:03,VLan20,Finance,Mobile,DNS,175,4.35,10,NO,TEMA
2598,2026-02-08 05:52:37,VLan10,HR,Laptop,HTTPS,491,3.94,0,NO,Tamale
2599,2026-06-27 21:24:40,VLan30,IT,Server,HTTPS,534,0.49,1,NO,TAKORADI
2600,2026-08-23 10:33:13,VLan30,IT,Mobile,SSH,581,1.2,12,NO,Tamale
2601,2026-10-21 04:33:13,VLan10,HR,Mobile,FTP,254,3.78,7,NO,Tamale
2602,2026-01-03 10:08:27,VLan10,HR,Mobile,SSH,611,3.67,3,NO,ACCRA
2603,2026-11-06 14:19:47,VLan30,IT,Laptop,HTTPS,1148,2.14,15,NO,TEMA
2604,2026-04-01 15:56:29,VLan10,HR,Desktop,DNS,172,2.64,1,NO,TEMA
2605,2026-01-18 19:27:27,VLan20,Finance,Router,SMTP,373,0.57,6,NO,KUMASI
2606,2026-06-28 20:42:38,VLan10,HR,Desktop,HTTP,480,3.12,2,NO,KUMASI
2607,2026-10-27 15:51:16,VLan40,Sales,Mobile,SMTP,668,2.08,5,NO,ACCRA
2608,2026-07-07 22:45:13,VLan20,Finance,Server,HTTP,275,1.57,6,NO,Tamale
2609,2026-03-04 00:42:17,VLan10,HR,Laptop,DNS,133,3.55,5,NO,TEMA
2610,2026-07-10 17:05:55,VLan40,Sales,Mobile,HTTPS,109,3.69,0,NO,TEMA
2611,2026-11-13 03:27:11,VLan30,IT,Router,FTP,860,3.08,0,NO,Tamale
2612,2026-10-13 21:50:19,VLan10,HR,Desktop,DNS,522,0.87,13,NO,Tamale
2613,2026-01-05 18:52:27,VLan10,HR,Mobile,HTTP,637,4.98,13,NO,TAKORADI
2614,2026-01-22 03:19:38,VLan20,Finance,Mobile,DNS,596,4.92,1,NO,Tamale
2615,2026-09-03 00:53:44,VLan40,Sales,Laptop,DNS,179,1.97,15,NO,TEMA
2616,2026-08-03 16:29:48,VLan20,Finance,Mobile,DNS,495,4.51,14,NO,TAKORADI
2617,2026-12-01 20:17:40,VLan30,IT,Server,HTTP,597,3.78,6,NO,ACCRA
2618,2026-05-23 18:13:27,VLan40,Sales,Mobile,SMTP,675,0.99,4,NO,Tamale
2619,2026-11-05 03:49:50,VLan30,IT,Router,SSH,690,0.83,4,NO,TEMA
2620,2026-07-31 13:53:42,VLan20,Finance,Laptop,FTP,536,1.34,15,NO,KUMASI
2621,2026-04-17 09:52:06,VLan40,Sales,Laptop,SMTP,106,4.11,5,NO,Tamale
2622,2026-06-19 04:57:38,VLan20,Finance,Laptop,FTP,535,1.88,10,NO,Tamale
2623,2026-01-16 17:44:49,VLan40,Sales,Laptop,HTTP,444,1.15,13,NO,KUMASI
2624,2026-12-21 08:41:21,VLan30,IT,Desktop,HTTP,560,0.24,6,NO,KUMASI
2625,2026-11-30 22:20:12,VLan30,IT,Mobile,SSH,1050,0.31,4,YES,KUMASI
2626,2026-06-07 17:37:06,VLan40,Sales,Mobile,HTTPS,548,1.61,13,NO,TAKORADI
2627,2026-05-07 05:43:59,VLan10,HR,Mobile,SMTP,407,1.79,6,NO,TEMA
2628,2026-02-26 06:12:02,VLan30,IT,Laptop,FTP,843,3.28,2,NO,TAKORADI
2629,2026-01-23 12:27:38,VLan10,HR,Router,HTTP,435,0.29,5,NO,Tamale
2630,2026-12-06 15:39:46,VLan40,Sales,Mobile,DNS,106,1.14,6,NO,KUMASI
2631,2026-10-24 17:14:37,VLan10,HR,Router,SSH,322,4.79,6,NO,TEMA
2632,2026-01-13 21:10:51,VLan20,Finance,Server,FTP,482,4.95,0,NO,TAKORADI
2633,2026-11-21 22:33:25,VLan20,Finance,Laptop,HTTP,519,0.51,12,NO,TEMA
2634,2026-11-16 23:55:52,VLan30,IT,Server,HTTP,1105,4.01,10,NO,KUMASI
2635,2026-08-25 10:10:34,VLan30,IT,Router,SSH,1125,4.35,15,YES,ACCRA
2636,2026-02-09 00:25:52,VLan40,Sales,Server,SSH,636,3.45,11,NO,TEMA
2637,2026-03-29 21:44:01,VLan10,HR,Desktop,SMTP,676,0.46,1,NO,KUMASI
2638,2026-06-03 05:34:18,VLan40,Sales,Laptop,HTTP,362,4.29,3,NO,KUMASI
2639,2026-02-19 00:57:03,VLan10,HR,Mobile,HTTPS,471,0.33,12,NO,KUMASI
2640,2026-06-25 20:43:51,VLan40,Sales,Server,SSH,446,1.92,0,NO,TEMA
2641,2026-10-04 01:38:10,VLan40,Sales,Laptop,SSH,483,3.11,13,NO,ACCRA
2642,2026-08-24 04:23:52,VLan40,Sales,Laptop,SSH,310,2,3,NO,ACCRA
2643,2026-08-19 12:31:24,VLan30,IT,Router,DNS,528,0.39,0,NO,TEMA
2644,2026-05-26 13:46:35,VLan30,IT,Desktop,DNS,1152,1.9,11,NO,ACCRA
2645,2026-07-13 15:47:32,VLan20,Finance,Router,FTP,284,2.41,3,NO,Tamale
2646,2026-06-09 18:12:42,VLan40,Sales,Mobile,HTTPS,315,0.93,10,NO,TEMA
2647,2026-10-31 21:45:01,VLan30,IT,Router,FTP,707,1.45,1,NO,TEMA
2648,2026-05-04 18:23:49,VLan40,Sales,Laptop,HTTPS,228,3.96,3,NO,Tamale
2649,2026-01-08 22:16:39,VLan30,IT,Server,FTP,805,1.12,3,NO,TEMA
