,log_id,timestamp,vlan_id,department,device_type,protocol,bandwidth,packet_loss_percent,downtime_minutes,threat_flag,location
2466,2467,2026-03-07 19:57:00,VLan30,IT,Laptop,SMTP,1192,1.74,4,NO,TEMA
2467,2468,2026-01-21 06:59:00,VLan20,Finance,Mobile,DNS,325,1.73,12,NO,TAKORADI
2468,2469,2026-04-22 14:17:00,VLan40,Sales,Mobile,HTTP,558,2.31,4,NO,ACCRA
2469,2470,2026-04-11 22:39:00,VLan10,HR,Desktop,HTTPS,175,2.31,1,NO,Tamale
2470,2471,2026-02-24 05:47:00,VLan40,Sales,Laptop,HTTP,693,0.61,11,NO,KUMASI
2471,2472,2026-01-06 11:26:00,VLan30,IT,Desktop,DNS,1150,0.44,12,NO,TAKORADI
2472,2473,2026-01-15 07:13:00,VLan20,Finance,Laptop,SMTP,610,1.91,11,NO,KUMASI
2473,2474,2026-01-24 10:33:00,VLan20,Finance,Desktop,DNS,351,4.18,11,NO,TEMA
2474,2475,2026-04-25 13:11:00,VLan30,IT,Mobile,SMTP,578,4.87,1,NO,KUMASI
2475,2476,2026-03-04 11:27:00,VLan10,HR,Laptop,FTP,586,3.23,13,NO,KUMASI
2476,2477,2026-02-09 22:14:00,VLan30,IT,Server,SMTP,827,1.57,15,NO,ACCRA
2477,2478,2026-01-24 05:55:00,VLan40,Sales,Desktop,HTTP,583,2.87,1,NO,Tamale
2478,2479,2026-04-20 04:59:00,VLan30,IT,Server,HTTPS,1141,3.72,10,NO,TAKORADI
2479,2480,2026-03-02 20:34:00,VLan40,Sales,Router,HTTP,556,1.11,2,NO,Tamale
2480,2481,2026-04-15 07:13:00,VLan10,HR,Router,DNS,121,4.88,8,NO,TEMA
2481,2482,2026-01-28 09:01:00,VLan30,IT,Router,DNS,722,3.85,10,NO,TEMA
2482,2483,2026-04-08 05:17:00,VLan20,Finance,Mobile,DNS,330,4.22,10,NO,KUMASI
2483,2484,2026-01-20 23:41:00,VLan10,HR,Laptop,HTTP,296,0.99,11,NO,ACCRA
2484,2485,2026-01-10 14:38:00,VLan20,Finance,Server,HTTPS,694,4.51,14,NO,TEMA
2485,2486,2026-02-23 05:10:00,VLan20,Finance,Router,FTP,202,2.99,5,NO,TAKORADI
2486,2487,2026-04-15 15:05:00,VLan10,HR,Desktop,HTTP,530,1.45,4,NO,TAKORADI
2487,2488,2026-01-03 21:47:00,VLan20,Finance,Server,HTTP,678,3.97,7,NO,Tamale
2488,2489,2026-03-20 00:32:00,VLan40,Sales,Laptop,DNS,421,0.34,6,NO,TEMA
2489,2490,2026-01-31 21:00:00,VLan40,Sales,Server,SSH,663,0.68,0,NO,TEMA
2490,2491,2026-04-10 16:57:00,VLan30,IT,Router,DNS,642,1.5,14,NO,KUMASI
2491,2492,2026-02-03 21:55:00,VLan20,Finance,Server,SMTP,363,3.58,7,NO,KUMASI
2492,2493,2026-04-07 15:23:00,VLan10,HR,Mobile,DNS,611,2.08,14,NO,TEMA
2493,2494,2026-01-13 20:26:00,VLan40,Sales,Laptop,DNS,380,1.76,8,NO,TEMA
2494,2495,2026-04-06 05:20:00,VLan20,Finance,Laptop,SMTP,367,4.32,9,NO,Tamale
2495,2496,2026-02-13 19:57:00,VLan40,Sales,Mobile,DNS,620,3.09,1,NO,TAKORADI
2496,2497,2026-01-27 08:50:00,VLan10,HR,Server,FTP,340,3.12,11,NO,TAKORADI
2497,2498,2026-03-06 02:52:00,VLan40,Sales,Server,SSH,345,2.78,0,NO,ACCRA
2498,2499,2026-03-27 17:08:00,VLan30,IT,Desktop,SMTP,1090,1.17,8,NO,Tamale
2499,2500,2026-01-10 11:15:00,VLan30,IT,Mobile,FTP,572,2.11,2,NO,KUMASI
2500,2501,2026-02-28 06:32:00,VLan10,HR,Server,SMTP,437,0.3,0,NO,KUMASI
2501,2502,2026-03-25 21:42:00,VLan10,HR,Desktop,HTTP,545,0.21,4,NO,TAKORADI
2502,2503,2026-03-27 03:09:00,VLan20,Finance,Laptop,SMTP,575,3.62,13,NO,TAKORADI
2503,2504,2026-01-11 12:10:00,VLan20,Finance,Router,SSH,123,3.01,8,NO,ACCRA
2504,2505,2026-01-14 17:17:00,VLan20,Finance,Laptop,DNS,595,1.74,12,NO,Tamale
2505,2506,2026-03-12 21:53:00,VLan10,HR,Router,SSH,379,0.38,8,NO,TEMA
2506,2507,2026-04-17 06:03:00,VLan40,Sales,Server,HTTP,397,4.43,11,NO,TAKORADI
2507,2508,2026-01-12 10:26:00,VLan40,Sales,Router,HTTP,618,3.36,0,NO,KUMASI
2508,2509,2026-02-20 13:59:00,VLan30,IT,Laptop,SSH,749,0.21,11,NO,TAKORADI
2509,2510,2026-03-30 08:51:00,VLan10,HR,Desktop,DNS,137,0.61,4,NO,ACCRA
2510,2511,2026-03-09 00:27:00,VLan20,Finance,Desktop,SMTP,546,4.56,14,NO,TEMA
2511,2512,2026-04-22 11:47:00,VLan40,Sales,Router,SSH,446,4.59,15,NO,KUMASI
2512,2513,2026-03-03 11:43:00,VLan10,HR,Mobile,HTTP,588,3.47,7,NO,KUMASI
2513,2514,2026-02-22 18:06:00,VLan20,Finance,Mobile,SMTP,336,4.2,8,NO,Tamale
2514,2515,2026-03-06 18:13:00,VLan20,Finance,Router,HTTPS,642,3.18,2,NO,Tamale
2515,2516,2026-03-12 12:13:00,VLan40,Sales,Desktop,SSH,468,0.82,8,NO,TAKORADI
2516,2517,2026-03-03 02:52:00,VLan10,HR,Server,FTP,335,4.95,13,NO,TEMA
2517,2518,2026-02-21 02:50:00,VLan20,Finance,Laptop,HTTP,606,4.87,0,NO,KUMASI
2518,2519,2026-02-27 22:27:00,VLan40,Sales,Server,HTTPS,292,2.84,5,NO,Tamale
2519,2520,2026-02-17 06:58:00,VLan40,Sales,Desktop,DNS,637,4.91,7,NO,TEMA
2520,2521,2026-03-30 18:09:00,VLan20,Finance,Laptop,DNS,146,3.67,2,NO,ACCRA
2521,2522,2026-04-22 07:28:00,VLan20,Finance,Desktop,HTTP,371,3.48,2,NO,Tamale
2522,2523,2026-03-15 03:45:00,VLan20,Finance,Router,FTP,454,1.17,12,NO,Tamale
2523,2524,2026-04-16 06:36:00,VLan40,Sales,Router,DNS,658,4.99,14,NO,TAKORADI
2524,2525,2026-01-11 04:40:00,VLan20,Finance,Desktop,HTTP,352,3.0,13,NO,Tamale
2525,2526,2026-03-14 19:22:00,VLan20,Finance,Router,HTTPS,387,2.14,1,NO,KUMASI
2526,2527,2026-01-22 11:48:00,VLan30,IT,Laptop,HTTP,604,3.52,3,NO,KUMASI
2527,2528,2026-02-28 08:10:00,VLan10,HR,Router,HTTPS,536,4.84,8,NO,TEMA
2528,2529,2026-01-01 16:17:00,VLan30,IT,Router,SSH,1083,1.69,1,YES,Tamale
2529,2530,2026-02-10 11:45:00,VLan20,Finance,Server,HTTPS,571,2.73,12,NO,KUMASI
2530,2531,2026-03-13 23:09:00,VLan30,IT,Desktop,SSH,912,0.57,9,YES,TAKORADI
2531,2532,2026-04-21 15:07:00,VLan20,Finance,Router,FTP,484,2.88,0,NO,KUMASI
2532,2533,2026-02-18 17:28:00,VLan30,IT,Mobile,HTTPS,502,1.71,13,NO,TEMA
2533,2534,2026-03-16 12:48:00,VLan30,IT,Server,HTTP,502,4.9,14,NO,TAKORADI
2534,2535,2026-04-03 11:33:00,VLan40,Sales,Desktop,HTTP,299,1.28,11,NO,TAKORADI
2535,2536,2026-04-18 21:19:00,VLan20,Finance,Desktop,SSH,574,0.64,1,NO,TEMA
2536,2537,2026-04-09 19:45:00,VLan20,Finance,Router,DNS,279,0.06,14,NO,TEMA
2537,2538,2026-02-03 05:53:00,VLan10,HR,Mobile,HTTP,211,1.91,5,NO,TAKORADI
2538,2539,2026-01-04 14:02:00,VLan10,HR,Laptop,FTP,518,2.84,4,NO,Tamale
2539,2540,2026-01-31 11:19:00,VLan10,HR,Desktop,HTTP,301,2.3,14,NO,ACCRA
2540,2541,2026-01-28 01:02:00,VLan10,HR,Mobile,HTTP,518,0.12,2,NO,TEMA
2541,2542,2026-01-29 20:53:00,VLan20,Finance,Router,SMTP,435,4.8,7,NO,Tamale
2542,2543,2026-01-16 16:08:00,VLan30,IT,Router,SMTP,1178,4.79,11,NO,KUMASI
2543,2544,2026-04-30 21:30:00,VLan10,HR,Server,SMTP,500,3.06,9,NO,ACCRA
2544,2545,2026-03-15 07:42:00,VLan30,IT,Mobile,SSH,707,0.72,11,NO,KUMASI
2545,2546,2026-04-18 02:39:00,VLan30,IT,Laptop,SSH,564,0.04,5,NO,ACCRA
2546,2547,2026-04-21 12:05:00,VLan40,Sales,Router,HTTPS,600,0.31,9,NO,KUMASI
2547,2548,2026-03-05 13:40:00,VLan40,Sales,Router,SSH,224,2.15,10,NO,ACCRA
2548,2549,2026-02-07 14:42:00,VLan40,Sales,Router,HTTP,197,1.91,4,NO,TAKORADI
2549,2550,2026-02-24 21:59:00,VLan40,Sales,Server,DNS,628,0.61,7,NO,TEMA
2550,2551,2026-04-21 14:22:00,VLan30,IT,Router,FTP,1093,0.53,0,YES,TAKORADI
2551,2552,2026-01-29 08:38:00,VLan40,Sales,Mobile,HTTP,557,3.0,0,NO,ACCRA
2552,2553,2026-02-04 07:37:00,VLan30,IT,Laptop,FTP,1198,0.84,14,YES,TEMA
2553,2554,2026-04-01 18:09:00,VLan40,Sales,Mobile,HTTP,556,4.59,11,NO,ACCRA
2554,2555,2026-04-18 00:21:00,VLan30,IT,Desktop,SSH,1196,0.97,6,YES,TEMA
2555,2556,2026-01-18 03:26:00,VLan30,IT,Desktop,FTP,515,2.79,2,NO,TEMA
2556,2557,2026-03-31 06:13:00,VLan10,HR,Desktop,SSH,455,3.02,15,NO,TAKORADI
2557,2558,2026-02-13 05:23:00,VLan40,Sales,Router,FTP,299,3.72,0,NO,TEMA
2558,2559,2026-01-18 06:47:00,VLan30,IT,Router,FTP,659,2.03,14,NO,TAKORADI
2559,2560,2026-02-26 20:46:00,VLan10,HR,Server,DNS,648,3.64,1,NO,KUMASI
2560,2561,2026-02-04 03:54:00,VLan10,HR,Server,SMTP,247,4.2,4,NO,TEMA
2561,2562,2026-03-20 17:54:00,VLan40,Sales,Laptop,SSH,347,0.59,6,NO,Tamale
2562,2563,2026-02-10 16:12:00,VLan20,Finance,Mobile,SSH,292,3.23,14,NO,TEMA
2563,2564,2026-01-01 01:49:00,VLan10,HR,Server,DNS,378,0.98,14,NO,ACCRA
2564,2565,2026-04-09 06:08:00,VLan20,Finance,Desktop,DNS,567,2.68,14,NO,KUMASI
2565,2566,2026-01-09 17:39:00,VLan30,IT,Mobile,HTTP,849,1.77,14,NO,TEMA
2566,2567,2026-02-04 03:27:00,VLan30,IT,Desktop,SSH,1021,2.2,2,YES,ACCRA
2567,2568,2026-04-18 16:09:00,VLan40,Sales,Router,HTTPS,646,3.5,15,NO,TAKORADI
2568,2569,2026-03-05 00:14:00,VLan20,Finance,Laptop,HTTPS,370,4.37,10,NO,TEMA
2569,2570,2026-02-16 10:02:00,VLan40,Sales,Laptop,FTP,500,0.89,8,NO,ACCRA
2570,2571,2026-02-03 07:43:00,VLan10,HR,Mobile,FTP,101,0.66,7,NO,KUMASI
2571,2572,2026-03-02 06:48:00,VLan40,Sales,Router,SSH,493,1.88,13,NO,Tamale
2572,2573,2026-01-08 00:11:00,VLan10,HR,Desktop,SSH,339,3.64,15,NO,TEMA
2573,2574,2026-03-19 08:29:00,VLan40,Sales,Mobile,SSH,588,1.48,13,NO,TEMA
2574,2575,2026-04-14 06:39:00,VLan30,IT,Laptop,SMTP,1013,2.27,12,NO,TEMA
2575,2576,2026-02-02 23:16:00,VLan40,Sales,Server,SSH,468,4.44,4,NO,TEMA
2576,2577,2026-04-22 05:39:00,VLan10,HR,Router,SMTP,190,4.19,6,NO,TEMA
2577,2578,2026-02-21 01:31:00,VLan10,HR,Desktop,SSH,688,0.43,6,NO,ACCRA
2578,2579,2026-02-04 07:25:00,VLan20,Finance,Desktop,HTTPS,594,1.79,9,NO,KUMASI
2579,2580,2026-02-27 13:00:00,VLan40,Sales,Router,SSH,222,1.17,1,NO,TEMA
2580,2581,2026-03-30 00:30:00,VLan30,IT,Desktop,HTTPS,1130,3.15,4,NO,KUMASI
2581,2582,2026-02-28 21:16:00,VLan40,Sales,Mobile,HTTPS,585,3.44,2,NO,Tamale
2582,2583,2026-04-07 01:27:00,VLan10,HR,Laptop,HTTPS,188,4.0,8,NO,TAKORADI
2583,2584,2026-02-05 06:21:00,VLan30,IT,Laptop,HTTPS,502,1.31,5,NO,TEMA
2584,2585,2026-03-24 17:49:00,VLan10,HR,Router,HTTPS,378,1.72,4,NO,Tamale
2585,2586,2026-02-08 00:31:00,VLan40,Sales,Router,FTP,149,4.68,7,NO,Tamale
2586,2587,2026-03-03 22:36:00,VLan10,HR,Mobile,HTTPS,306,1.51,7,NO,KUMASI
2587,2588,2026-03-22 01:13:00,VLan30,IT,Mobile,SSH,885,0.23,2,NO,Tamale
2588,2589,2026-02-05 15:33:00,VLan40,Sales,Laptop,DNS,362,1.21,0,NO,Tamale
2589,2590,2026-02-26 02:49:00,VLan10,HR,Mobile,FTP,459,0.4,12,NO,TAKORADI
2590,2591,2026-03-26 12:23:00,VLan30,IT,Laptop,FTP,1125,1.88,2,YES,TAKORADI
2591,2592,2026-01-12 14:38:00,VLan20,Finance,Server,FTP,161,2.81,8,NO,ACCRA
2592,2593,2026-02-24 00:16:00,VLan40,Sales,Server,FTP,382,4.9,8,NO,TAKORADI
2593,2594,2026-03-05 10:45:00,VLan10,HR,Desktop,HTTPS,250,0.08,12,NO,ACCRA
2594,2595,2026-01-14 01:03:00,VLan20,Finance,Server,HTTP,190,4.53,1,NO,TAKORADI
2595,2596,2026-04-10 19:46:00,VLan20,Finance,Router,HTTP,533,4.08,7,NO,TAKORADI
2596,2597,2026-03-04 21:33:00,VLan10,HR,Desktop,FTP,258,0.81,6,NO,ACCRA
2597,2598,2026-03-13 00:44:00,VLan30,IT,Router,FTP,1008,1.77,14,YES,ACCRA
2598,2599,2026-02-17 19:03:00,VLan30,IT,Router,HTTPS,968,0.87,4,NO,TEMA
2599,2600,2026-02-15 02:53:00,VLan40,Sales,Desktop,DNS,397,4.0,5,NO,TEMA
2600,2601,2026-04-19 16:03:00,VLan20,Finance,Desktop,HTTPS,345,4.39,4,NO,KUMASI
2601,2602,2026-04-09 13:37:00,VLan10,HR,Laptop,HTTP,394,2.19,0,NO,TAKORADI
2602,2603,2026-01-09 06:35:00,VLan10,HR,Mobile,HTTPS,158,1.41,11,NO,ACCRA
2603,2604,2026-03-03 01:00:00,VLan20,Finance,Server,HTTP,287,4.94,15,NO,ACCRA
2604,2605,2026-01-26 20:41:00,VLan20,Finance,Server,HTTPS,177,3.03,5,NO,ACCRA
2605,2606,2026-04-14 03:05:00,VLan10,HR,Router,FTP,101,0.16,7,NO,TAKORADI
2606,2607,2026-02-12 22:13:00,VLan20,Finance,Mobile,SSH,258,1.11,4,NO,KUMASI
2607,2608,2026-01-16 10:36:00,VLan20,Finance,Mobile,FTP,641,4.42,4,NO,KUMASI
2608,2609,2026-04-18 01:44:00,VLan30,IT,Desktop,HTTPS,612,4.29,9,NO,Tamale
2609,2610,2026-04-21 00:59:00,VLan10,HR,Desktop,HTTP,582,0.87,8,NO,KUMASI
2610,2611,2026-04-10 15:42:00,VLan40,Sales,Mobile,FTP,674,0.06,9,NO,ACCRA
2611,2612,2026-03-16 20:47:00,VLan10,HR,Laptop,HTTPS,634,1.14,10,NO,ACCRA
2612,2613,2026-01-01 06:41:00,VLan10,HR,Mobile,DNS,440,4.99,11,NO,TAKORADI
2613,2614,2026-01-13 18:22:00,VLan40,Sales,Mobile,HTTPS,586,4.53,7,NO,TAKORADI
2614,2615,2026-01-29 18:24:00,VLan10,HR,Laptop,FTP,508,4.14,14,NO,Tamale
2615,2616,2026-02-24 02:03:00,VLan10,HR,Mobile,SSH,153,4.15,15,NO,ACCRA
2616,2617,2026-04-12 05:55:00,VLan30,IT,Server,SSH,1179,3.86,13,YES,ACCRA
2617,2618,2026-02-28 18:46:00,VLan30,IT,Server,DNS,711,3.1,12,NO,KUMASI
2618,2619,2026-04-08 10:34:00,VLan30,IT,Laptop,FTP,608,0.98,1,NO,TAKORADI
2619,2620,2026-01-08 18:16:00,VLan30,IT,Router,HTTPS,961,0.42,15,NO,ACCRA
2620,2621,2026-03-27 08:53:00,VLan20,Finance,Router,SSH,525,3.09,8,NO,ACCRA
2621,2622,2026-03-17 05:24:00,VLan40,Sales,Server,SSH,374,4.82,15,NO,ACCRA
2622,2623,2026-01-22 10:09:00,VLan20,Finance,Desktop,DNS,253,2.78,9,NO,ACCRA
2623,2624,2026-01-14 10:22:00,VLan40,Sales,Mobile,FTP,232,2.45,12,NO,Tamale
2624,2625,2026-02-13 10:59:00,VLan30,IT,Router,DNS,819,1.02,1,NO,TEMA
2625,2626,2026-01-06 08:32:00,VLan10,HR,Desktop,HTTP,291,4.66,3,NO,TEMA
2626,2627,2026-04-10 02:38:00,VLan10,HR,Server,DNS,617,4.33,11,NO,KUMASI
2627,2628,2026-04-21 04:21:00,VLan10,HR,Server,DNS,512,1.33,2,NO,Tamale
2628,2629,2026-03-23 09:16:00,VLan40,Sales,Server,SSH,640,3.95,8,NO,Tamale
2629,2630,2026-03-07 03:17:00,VLan10,HR,Router,SSH,661,0.27,9,NO,TAKORADI
2630,2631,2026-03-28 04:45:00,VLan40,Sales,Laptop,SSH,203,0.83,11,NO,Tamale
2631,2632,2026-04-10 18:16:00,VLan20,Finance,Server,DNS,590,1.52,13,NO,Tamale
2632,2633,2026-01-20 11:47:00,VLan20,Finance,Mobile,HTTP,590,0.51,8,NO,TEMA
2633,2634,2026-02-24 21:11:00,VLan20,Finance,Desktop,DNS,665,0.4,5,NO,ACCRA
2634,2635,2026-02-05 15:03:00,VLan30,IT,Mobile,SMTP,637,4.78,5,NO,TAKORADI
2635,2636,2026-04-16 09:11:00,VLan40,Sales,Laptop,DNS,412,1.47,6,NO,KUMASI
2636,2637,2026-04-18 03:32:00,VLan30,IT,Laptop,SMTP,623,3.21,2,NO,KUMASI
2637,2638,2026-04-08 21:33:00,VLan20,Finance,Mobile,FTP,335,4.94,12,NO,Tamale
2638,2639,2026-03-24 20:28:00,VLan10,HR,Desktop,SSH,677,1.12,11,NO,TEMA
2639,2640,2026-03-07 21:22:00,VLan10,HR,Laptop,SSH,297,4.95,8,NO,TEMA
2640,2641,2026-03-31 09:51:00,VLan10,HR,Mobile,FTP,382,0.68,10,NO,ACCRA
2641,2642,2026-03-09 17:53:00,VLan30,IT,Server,DNS,1029,4.87,12,NO,TAKORADI
2642,2643,2026-03-29 04:14:00,VLan40,Sales,Desktop,DNS,439,2.25,9,NO,TAKORADI
2643,2644,2026-01-05 20:35:00,VLan30,IT,Laptop,HTTP,715,3.92,5,NO,TEMA
2644,2645,2026-01-17 04:32:00,VLan20,Finance,Laptop,HTTP,336,2.95,5,NO,TEMA
2645,2646,2026-03-08 20:26:00,VLan10,HR,Mobile,SSH,615,1.71,1,NO,ACCRA
2646,2647,2026-01-29 04:59:00,VLan40,Sales,Server,FTP,207,3.5,7,NO,Tamale
2647,2648,2026-02-22 10:25:00,VLan10,HR,Server,SMTP,169,0.62,15,NO,TEMA
2648,2649,2026-04-12 00:13:00,VLan40,Sales,Mobile,HTTPS,303,1.03,11,NO,ACCRA
2649,2650,2026-02-12 14:41:00,VLan40,Sales,Router,SMTP,675,2.15,0,NO,ACCRA
2650,2651,2026-03-15 08:00:00,VLan40,Sales,Desktop,FTP,238,3.68,14,NO,ACCRA
2651,2652,2026-01-18 10:53:00,VLan20,Finance,Laptop,FTP,418,1.1,8,NO,TEMA
2652,2653,2026-03-12 21:28:00,VLan40,Sales,Server,HTTP,421,0.52,4,NO,TAKORADI
2653,2654,2026-01-04 09:06:00,VLan30,IT,Router,SMTP,737,3.85,11,NO,TEMA
2654,2655,2026-03-24 06:28:00,VLan30,IT,Desktop,HTTP,641,4.94,0,NO,TAKORADI
2655,2656,2026-01-27 08:32:00,VLan20,Finance,Laptop,DNS,421,1.97,3,NO,Tamale
2656,2657,2026-02-08 20:05:00,VLan10,HR,Server,SSH,513,2.68,11,NO,ACCRA
2657,2658,2026-02-06 17:58:00,VLan20,Finance,Laptop,DNS,600,4.29,2,NO,ACCRA
2658,2659,2026-03-16 15:16:00,VLan40,Sales,Desktop,FTP,386,0.2,4,NO,ACCRA
2659,2660,2026-01-23 13:41:00,VLan30,IT,Mobile,FTP,1067,4.68,13,YES,ACCRA
2660,2661,2026-02-02 16:39:00,VLan30,IT,Desktop,SSH,1047,0.95,7,YES,ACCRA
2661,2662,2026-02-18 08:56:00,VLan40,Sales,Desktop,SMTP,573,2.71,15,NO,KUMASI
2662,2663,2026-01-15 21:41:00,VLan10,HR,Laptop,HTTPS,355,2.52,11,NO,TEMA
2663,2664,2026-02-17 16:08:00,VLan10,HR,Mobile,FTP,399,3.49,7,NO,TEMA
2664,2665,2026-04-08 22:29:00,VLan10,HR,Laptop,DNS,136,4.05,5,NO,TAKORADI
2665,2666,2026-01-30 13:10:00,VLan20,Finance,Server,FTP,303,0.25,6,NO,TEMA
2666,2667,2026-04-11 23:16:00,VLan40,Sales,Desktop,DNS,121,3.89,14,NO,TAKORADI
2667,2668,2026-04-21 04:04:00,VLan20,Finance,Mobile,DNS,170,3.24,13,NO,TAKORADI
2668,2669,2026-04-29 01:14:00,VLan40,Sales,Desktop,SMTP,451,4.74,7,NO,KUMASI
2669,2670,2026-03-18 06:01:00,VLan20,Finance,Desktop,SMTP,380,2.71,11,NO,KUMASI
2670,2671,2026-04-03 14:28:00,VLan40,Sales,Mobile,DNS,629,2.65,0,NO,Tamale
2671,2672,2026-02-04 03:19:00,VLan10,HR,Server,HTTP,643,1.95,2,NO,ACCRA
2672,2673,2026-02-07 23:58:00,VLan10,HR,Desktop,HTTPS,340,0.1,13,NO,TEMA
2673,2674,2026-04-21 21:15:00,VLan30,IT,Mobile,SMTP,797,1.55,5,NO,TAKORADI
2674,2675,2026-01-09 19:03:00,VLan10,HR,Mobile,HTTPS,634,3.03,2,NO,ACCRA
2675,2676,2026-02-08 01:54:00,VLan30,IT,Router,SMTP,965,4.4,8,NO,TEMA
2676,2677,2026-02-21 06:04:00,VLan30,IT,Server,FTP,631,2.81,14,NO,KUMASI
2677,2678,2026-04-17 06:17:00,VLan10,HR,Desktop,HTTPS,144,1.12,3,NO,TAKORADI
2678,2679,2026-02-19 00:04:00,VLan30,IT,Desktop,DNS,867,2.03,12,NO,ACCRA
2679,2680,2026-03-19 03:06:00,VLan10,HR,Desktop,FTP,172,1.98,4,NO,KUMASI
2680,2681,2026-04-11 05:34:00,VLan30,IT,Desktop,HTTPS,884,0.66,3,NO,Tamale
2681,2682,2026-04-08 00:04:00,VLan10,HR,Laptop,DNS,467,1.13,2,NO,Tamale
2682,2683,2026-01-17 20:26:00,VLan20,Finance,Laptop,DNS,123,1.92,1,NO,KUMASI
2683,2684,2026-03-16 06:58:00,VLan30,IT,Laptop,FTP,685,3.41,2,NO,ACCRA
2684,2685,2026-04-03 17:17:00,VLan40,Sales,Desktop,DNS,140,1.63,0,NO,TAKORADI
2685,2686,2026-02-06 11:26:00,VLan10,HR,Desktop,DNS,330,4.6,1,NO,Tamale
2686,2687,2026-02-15 17:29:00,VLan10,HR,Router,SSH,466,4.8,11,NO,TEMA
2687,2688,2026-01-28 19:28:00,VLan20,Finance,Laptop,SMTP,391,3.44,13,NO,ACCRA
2688,2689,2026-04-27 01:27:00,VLan20,Finance,Laptop,SSH,610,1.03,5,NO,ACCRA
2689,2690,2026-01-15 09:05:00,VLan20,Finance,Router,SSH,517,3.96,2,NO,KUMASI
2690,2691,2026-01-19 13:39:00,VLan10,HR,Router,DNS,103,2.54,13,NO,Tamale
2691,2692,2026-02-06 10:27:00,VLan20,Finance,Router,HTTP,312,2.19,8,NO,ACCRA
2692,2693,2026-04-08 06:56:00,VLan30,IT,Router,HTTPS,663,3.25,10,NO,KUMASI
2693,2694,2026-01-20 11:21:00,VLan40,Sales,Server,FTP,514,1.24,13,NO,TEMA
2694,2695,2026-02-28 22:56:00,VLan30,IT,Router,HTTP,1031,0.53,6,NO,KUMASI
2695,2696,2026-01-15 14:04:00,VLan30,IT,Laptop,HTTPS,552,1.17,15,NO,Tamale
2696,2697,2026-04-02 04:20:00,VLan40,Sales,Server,SSH,337,2.64,13,NO,TAKORADI
2697,2698,2026-03-05 15:30:00,VLan30,IT,Desktop,SSH,1029,1.73,12,YES,ACCRA
2698,2699,2026-01-30 06:14:00,VLan40,Sales,Desktop,DNS,140,1.2,12,NO,Tamale
2699,2700,2026-04-14 11:27:00,VLan30,IT,Laptop,SMTP,687,2.04,9,NO,TAKORADI
2700,2701,2026-02-17 12:26:00,VLan10,HR,Laptop,HTTPS,529,4.39,7,NO,ACCRA
2701,2702,2026-03-29 20:39:00,VLan10,HR,Router,HTTPS,556,4.03,14,NO,KUMASI
2702,2703,2026-03-08 19:50:00,VLan10,HR,Mobile,DNS,462,2.54,6,NO,TAKORADI
2703,2704,2026-02-11 03:48:00,VLan40,Sales,Mobile,DNS,219,4.27,12,NO,TEMA
2704,2705,2026-03-07 07:57:00,VLan10,HR,Desktop,HTTP,634,0.01,12,NO,KUMASI
2705,2706,2026-01-14 08:19:00,VLan10,HR,Desktop,FTP,437,1.61,5,NO,TAKORADI
2706,2707,2026-02-12 00:50:00,VLan20,Finance,Desktop,HTTPS,272,0.47,6,NO,KUMASI
2707,2708,2026-01-18 09:48:00,VLan20,Finance,Desktop,FTP,638,2.0,11,NO,TAKORADI
2708,2709,2026-04-27 22:08:00,VLan40,Sales,Mobile,FTP,345,4.15,15,NO,KUMASI
2709,2710,2026-04-27 19:33:00,VLan40,Sales,Router,FTP,237,4.24,2,NO,TAKORADI
2710,2711,2026-01-23 19:48:00,VLan20,Finance,Desktop,HTTPS,604,1.25,2,NO,Tamale
2711,2712,2026-02-16 09:06:00,VLan30,IT,Desktop,FTP,637,1.2,11,NO,TEMA
2712,2713,2026-02-16 22:33:00,VLan10,HR,Mobile,HTTPS,415,0.43,2,NO,TEMA
2713,2714,2026-03-21 01:58:00,VLan40,Sales,Laptop,HTTP,329,2.54,1,NO,TAKORADI
2714,2715,2026-04-11 20:48:00,VLan30,IT,Desktop,FTP,547,4.81,4,NO,KUMASI
2715,2716,2026-03-14 14:53:00,VLan30,IT,Desktop,DNS,526,3.79,1,NO,TAKORADI
2716,2717,2026-01-14 18:31:00,VLan20,Finance,Router,HTTPS,613,2.95,10,NO,KUMASI
2717,2718,2026-04-07 11:28:00,VLan30,IT,Server,SSH,577,2.68,1,NO,Tamale
2718,2719,2026-01-08 08:18:00,VLan10,HR,Laptop,SMTP,356,1.19,2,NO,TAKORADI
2719,2720,2026-01-28 06:39:00,VLan10,HR,Server,SSH,487,1.37,2,NO,KUMASI
2720,2721,2026-02-25 23:27:00,VLan10,HR,Server,SMTP,567,4.93,13,NO,TEMA
2721,2722,2026-03-04 17:23:00,VLan20,Finance,Laptop,HTTP,683,1.9,0,NO,ACCRA
2722,2723,2026-04-26 09:11:00,VLan20,Finance,Server,DNS,538,4.84,1,NO,TAKORADI
2723,2724,2026-04-28 13:38:00,VLan30,IT,Router,HTTPS,669,3.46,9,NO,KUMASI
2724,2725,2026-02-02 00:56:00,VLan20,Finance,Desktop,SMTP,165,1.69,8,NO,KUMASI
2725,2726,2026-01-17 22:12:00,VLan20,Finance,Mobile,SSH,449,1.72,11,NO,ACCRA
2726,2727,2026-04-10 11:20:00,VLan40,Sales,Desktop,SSH,129,0.15,9,NO,Tamale
